Frame,Total Movement
1,1.4060077574556609
2,1.24729713313897
3,1.18977183776143
4,1.171805330602134
5,1.2742909203506096
6,1.1412386959546232
7,1.144908210769325
8,1.0363180763829198
9,0.9377791124452971
10,0.796243437209932
11,0.7056510561988467
12,0.7153556793334475
13,0.7734112548828125
14,0.8627637647413038
15,0.7201049682126945
16,0.9074714399679326
17,0.7999351171088243
18,0.871292897941843
19,0.7516611642827921
20,0.8651223850154205
21,0.8689201108870968
22,0.7755809980251955
23,0.7906074100498234
24,0.8315213071323623
25,0.8078744247374747
26,0.7833143116372214
27,0.7583850914759762
28,0.7703712571707023
29,1.0761394384666583
30,0.9775693943727815
31,0.7790550890307741
32,0.8435583347227515
33,0.8211135243981834
34,0.8156740762353912
35,0.7548069527478722
36,1.0066855826028964
37,0.8083823599466463
38,0.7808799394392166
39,0.7637270115399288
40,0.7204836846370094
41,0.7541111937356652
42,0.7616999603800332
43,0.7578158597333715
44,0.8232345969912717
45,0.8396237496814475
46,0.7691120921532556
47,0.7656344570272681
48,0.6950216964115061
49,0.7419584159578874
50,0.810552978515625
51,0.8161439048135853
52,0.784271707817288
53,0.8478340561957355
54,0.8036780196629213
55,0.7527785647025026
56,0.6976688061598251
57,0.8434543102553042
58,0.7018761508060135
59,1.1384742611744365
60,0.8529215953389152
61,0.8693513713899206
62,0.7425212840544871
63,0.7857565752534651
64,0.7034072405993327
65,0.6601277376836819
66,0.7150054242331879
67,0.6906445638355043
68,0.6675443267038155
69,0.7830451737940005
70,0.8197858914319437
71,0.7549858759755589
72,0.694810906555427
73,0.7189910637498392
74,0.7443180790653935
75,0.6559480894740226
76,0.5966276945891203
77,0.8125661842126415
78,0.7259321801456404
79,0.6905889069137809
80,0.7650970144370167
81,0.6940427170586341
82,0.677478404880799
83,0.6868924198997033
84,0.6352477334478199
85,0.792307693276735
86,0.7648859644083785
87,0.6424598339541409
88,0.7161637218621001
89,1.0232266169214397
90,0.7372057575824832
91,0.6073092626146048
92,0.6691799951978952
93,0.6246847884484876
94,0.5433271261969461
95,0.7723586435890593
96,0.6184644363434912
97,0.6631090233363018
98,0.6124428230246114
99,0.6503539406573834
100,0.6631753713973445
101,0.7353597848526554
102,0.6979077274935234
103,0.582230120773632
104,0.7072271449931924
105,0.6260008752593361
106,0.7003173828125
107,0.5696722329715083
108,0.7008931921526155
109,0.6265022380824896
110,0.666782652477609
111,0.6549505786360982
112,0.6258491682486371
113,0.6976973710896937
114,0.631022494944614
115,0.6338879749829457
116,0.6398301471543659
117,0.6214737287430159
118,0.554563526304249
119,0.9071145166726221
120,0.7275551945808403
121,0.7000832875569661
122,0.6309876759847005
123,0.5756577173868815
124,0.6429991404215495
125,0.5976458231608073
126,0.5445300420125325
127,0.7333845774332682
128,0.6023232142130533
129,0.6386550903320313
130,0.6474856694539388
131,0.7050184885660807
132,0.6267257690429687
133,0.548531977335612
134,0.6106679397280697
135,0.5851658730611314
136,0.6014518220680722
137,0.5146976665858805
138,0.6259999837069864
139,0.6063774673732404
140,0.565169826662702
141,0.6701835178856557
142,0.5766184054027633
143,0.562179104006452
144,0.5334779104922934
145,0.5845287271286822
146,0.5862880543697863
147,0.6159458578067974
148,0.5673490808703728
149,0.8560298406543274
150,0.8292507454053701
151,0.5614767860197797
152,0.5178288210171729
153,0.5702330715589156
154,0.5899210145252216
155,0.5594248846250978
156,0.5697679569375652
157,0.4997990740476734
158,0.5531843422103102
159,0.6364122376824818
160,0.5650681226171468
161,0.6987542718244917
162,0.606017111737487
163,0.5725976587957834
164,0.6983319263637252
165,0.6570122075404067
166,0.5153882421467675
167,0.4908999700615876
168,0.6218124882893965
169,0.5741374758659736
170,0.6305901584088243
171,0.6308157784598214
172,0.5832826301471068
173,0.5840058042711599
174,0.5508020414952325
175,0.574949003436847
176,0.5621320032899033
177,0.5688462531429598
178,0.5591726592092803
179,0.7462010239109849
180,0.6444303342809228
181,0.5743634448625654
182,0.6483097415944045
183,0.5476761902814136
184,0.5214693401344668
185,0.5974115975497903
186,0.5373583779644916
187,0.6111848139412998
188,0.5852109641149109
189,0.5759771255077306
190,0.601295327240566
191,0.5809356881387578
192,0.6001204964499803
193,0.6226026107180294
194,0.5560990580731899
195,0.5367739057991212
196,0.5301967432716586
197,0.4936173109793088
198,0.632746661447403
199,0.5655365790800433
200,0.559569287775446
201,0.5507899601587093
202,0.5160694102300302
203,0.561648261759739
204,0.5557326629382222
205,0.5173215334598449
