Frame,Total Movement
0.03323126520681265,0
0.0664625304136253,0.00014850308
0.09969379562043797,0.00014850308
0.1329250608272506,0.00014850308
0.16615632603406327,0.00014850308
0.19938759124087593,0.00014850308
0.23261885644768857,0.00014850308
0.2658501216545012,0.00014850308
0.29908138686131386,0.00014850308
0.33231265206812655,0.00014850308
0.3655439172749392,0.00014850308
0.39877518248175187,0.00013230903
0.4320064476885645,0.00013230903
0.46523771289537713,0.00013230903
0.4984689781021898,0.00013230903
0.5317002433090025,0.00013230903
0.5649315085158151,0.00013230903
0.5981627737226277,0.00013230903
0.6313940389294405,0.00013230903
0.6646253041362531,0.00013230903
0.6978565693430657,0.00013230903
0.7310878345498784,6.389618e-05
0.764319099756691,6.389618e-05
0.7975503649635037,6.389618e-05
0.8307816301703164,6.389618e-05
0.864012895377129,6.389618e-05
0.8972441605839416,6.389618e-05
0.9304754257907543,6.389618e-05
0.9637066909975669,6.389618e-05
0.9969379562043796,6.389618e-05
1.0301692214111922,6.389618e-05
1.063400486618005,0.0011945906
1.0966317518248176,0.0011945906
1.1298630170316302,0.0011945906
1.163094282238443,0.0011945906
1.1963255474452554,0.0011945906
1.2295568126520682,0.0011945906
1.262788077858881,0.0011945906
1.2960193430656934,0.0011945906
1.3292506082725062,0.0011945906
1.3624818734793187,0.0011945906
1.3957131386861314,5.8174133e-05
1.4289444038929442,5.8174133e-05
1.4621756690997567,5.8174133e-05
1.4954069343065695,5.8174133e-05
1.528638199513382,5.8174133e-05
1.5618694647201947,5.8174133e-05
1.5951007299270075,5.8174133e-05
1.62833199513382,5.8174133e-05
1.6615632603406327,5.8174133e-05
1.6947945255474453,5.8174133e-05
1.728025790754258,4.5776367e-05
1.7612570559610705,4.5776367e-05
1.7944883211678833,4.5776367e-05
1.827719586374696,4.5776367e-05
1.8609508515815085,4.5776367e-05
1.8941821167883213,4.5776367e-05
1.9274133819951338,4.5776367e-05
1.9606446472019465,4.5776367e-05
1.9938759124087593,4.5776367e-05
2.027107177615572,4.5776367e-05
2.0603384428223843,0.00035561313
2.093569708029197,0.00035561313
2.12680097323601,0.00035561313
2.1600322384428225,0.00035561313
2.1932635036496353,0.00035561313
2.2264947688564476,0.00035561313
2.2597260340632603,0.00035561313
2.292957299270073,0.00035561313
2.326188564476886,0.00035561313
