Frame,Total Movement
0.03327150715071507,3.600581154894473
0.06654301430143014,3.5235049119636193
0.09981452145214521,3.1445307945137593
0.13308602860286028,3.607697046582944
0.16635753575357537,3.7208238211626408
0.19962904290429043,3.3955836197672373
0.2329005500550055,3.1616784437647407
0.26617205720572057,2.859675320712003
0.29944356435643565,2.637931486924184
0.33271507150715074,2.61187234526699
0.3659865786578658,2.6973075941644153
0.39925808580858085,2.745058439657298
0.43252959295929594,2.414831787109375
0.465801100110011,2.3006733967118476
0.4990726072607261,2.33478168557472
0.5323441144114411,2.3199100923440694
0.5656156215621563,2.598952305169753
0.5988871287128713,2.088589306943905
0.6321586358635863,2.3580901971920762
0.6654301430143015,2.444126017422856
0.6987016501650165,2.5081048532694328
0.7319731573157316,2.154279196741213
0.7652446644664467,2.263177645408501
0.7985161716171617,2.139921285338321
0.8317876787678768,2.3453024441016455
0.8650591859185919,2.439927410927548
0.8983306930693069,2.0980465366387926
0.931602200220022,2.343298938482809
0.9648737073707371,2.7049032533960116
0.9981452145214522,2.443912096801234
1.0314167216721672,2.411359063510237
1.0646882288228823,2.3506295340401784
1.0979597359735973,2.3463887399577885
1.1312312431243126,2.1230551554807167
1.1645027502750276,2.257675706294545
1.1977742574257426,1.9554575400110374
1.2310457645764576,1.9855257754294289
1.2643172717271727,1.939593694906319
1.297588778877888,1.942761529527422
1.330860286028603,2.0493121733868147
1.364131793179318,1.7644406699703725
1.397403300330033,1.87819187689581
1.430674807480748,1.9200733581819145
1.4639463146314633,2.0332818354956164
1.4972178217821783,1.715916916896967
1.5304893289328934,1.7714572482638888
1.5637608360836084,1.9300314282614088
1.5970323432343234,1.8930530286815068
1.6303038503850387,1.8162165950966753
1.6635753575357537,1.8590895174842677
1.6968468646864687,1.745798351017234
1.7301183718371838,1.7093507256060498
1.7633898789878988,1.9352289893807209
1.7966613861386138,1.6965102974828374
1.829932893289329,1.8096992422681335
1.863204400440044,1.7159816698096264
1.8964759075907591,1.447503451643319
1.9297474147414742,1.562066720545977
1.9630189218921892,1.9384316630747127
1.9962904290429044,1.8545786188936781
2.0295619361936192,1.8157669944324712
2.0628334433443345,1.9167972140842013
2.0961049504950497,1.5698310004340277
2.1293764576457646,1.5632699492912558
2.16264796479648,1.9366557276526162
2.1959194719471946,1.7326039845571095
2.22919097909791,1.6302917053649475
2.262462486248625,1.4753141958952505
2.29573399339934,1.3866463329964307
2.329005500550055,1.5531596246166763
2.36227700770077,1.6782119608371058
2.3955485148514852,1.711211587781104
2.4288200220022005,1.5795657434196115
2.4620915291529153,1.677339928172459
2.4953630363036305,1.6632787401431075
2.5286345434543454,1.4202666951117116
2.5619060506050606,1.3922264598240361
2.595177557755776,1.444762183017418
2.6284490649064907,1.6902275710809427
2.661720572057206,1.3690489289906103
2.6949920792079207,1.7909090283890845
2.728263586358636,1.3729454848345588
2.7615350935093512,1.3433367171377506
2.794806600660066,1.545770897055572
2.8280781078107813,1.6176098517651827
2.861349614961496,1.5549684920400944
2.8946211221122113,1.5553151256633255
2.9278926292629266,1.680653841990345
2.9611641364136414,1.9919981605366686
2.9944356435643567,1.5279915055299882
3.0277071507150715,1.564913425762693
3.0609786578657867,1.3941003794907958
3.094250165016502,1.5979711392146674
3.1275216721672168,1.6363633962777944
3.160793179317932,1.6591749924879808
3.194064686468647,1.6222506303053637
3.227336193619362,1.704239038320688
3.2606077007700773,1.505673622223268
3.293879207920792,1.3628918015813254
3.3271507150715074,1.4396525555346384
3.360422222222222,1.3470713174371973
3.3936937293729375,1.7488741747692191
3.4269652365236523,1.565700133833989
3.4602367436743675,1.4344729222627874
3.4935082508250828,1.4363756526180387
3.5267797579757976,1.4518448873524517
3.560051265126513,1.470432974235775
3.5933227722772276,1.5162857203807645
3.626594279427943,1.3043547695122877
3.659865786578658,1.3998869368173543
3.693137293729373,1.3116606184579793
3.726408800880088,1.3907150712985437
3.759680308030803,1.4679230625189623
3.7929518151815182,1.348084981134048
3.8262233223322335,1.414377477047217
3.8594948294829483,1.141464307831555
3.8927663366336636,1.4252468202172257
3.9260378437843784,1.4193571878820292
3.9593093509350936,2.009337185064563
3.992580858085809,1.542008304362775
4.025852365236524,1.2967909833912745
4.0591238723872385,1.5920978620940565
4.092395379537954,1.2794301650103401
4.125666886688669,1.5098353367225796
4.158938393839384,1.5020829743030024
4.1922099009900995,1.3046937830307905
4.225481408140814,1.4979198680204504
4.258752915291529,1.494817995557598
4.292024422442244,1.5413350123985141
4.32529592959296,1.6390591789694393
4.358567436743675,1.5329316083122702
4.391838943894389,1.5116023643344056
4.4251104510451045,1.4149217792585784
4.45838195819582,1.4566629447189032
4.491653465346535,1.5792894550398284
4.52492497249725,1.3929037954293044
4.558196479647965,1.527445026472503
4.59146798679868,1.3107986450195312
4.624739493949395,1.2041184668447458
4.65801100110011,1.2946687365632679
4.691282508250826,1.1573639290924447
4.72455401540154,1.6701985577107648
4.757825522552255,1.3412519075360871
4.7910970297029705,1.3175858631180897
4.824368536853686,1.4065593747600584
4.857640044004401,1.2575733081714526
4.890911551155115,1.5180427120124387
4.924183058305831,1.301098151747229
4.957454565456546,1.5888883844385007
4.990726072607261,1.7155005544277246
5.023997579757976,1.2482320851293103
5.057269086908691,1.1807384772840979
5.090540594059406,1.3348710384274938
5.123812101210121,1.2865009777651633
5.1570836083608365,1.3089004291102218
5.190355115511552,1.3717603260660407
5.223626622662266,1.378125420932112
5.256898129812981,1.3340625481065271
5.290169636963697,1.6125049309190271
5.323441144114412,1.338392436210745
5.356712651265127,1.2825239209705972
5.389984158415841,1.320646389364609
5.423255665566557,1.614800814924569
5.456527172717272,1.2078834062741126
5.489798679867987,1.1652945812837576
5.5230701870187024,1.4258832270556157
5.556341694169417,1.2760879969832921
5.589613201320132,1.3545486903426671
5.622884708470847,1.153861168587562
5.656156215621563,1.3545033672068378
5.689427722772278,1.2882829420637376
5.722699229922992,1.2456914934863523
5.755970737073707,1.3246682595378412
5.789242244224423,1.4900056824790633
5.822513751375138,1.2094771998100187
5.855785258525853,1.0989816064574287
5.8890567656765676,1.3188612869300558
5.922328272827283,1.2331699721570641
5.955599779977998,1.8204934798662935
5.988871287128713,1.3795321267144638
6.022142794279429,1.2610494180807745
6.055414301430143,1.4391015259702307
6.088685808580858,1.3039495849609375
6.121957315731573,1.1516658782958984
6.155228822882289,1.2898490560713725
6.188500330033004,1.2962109743051193
6.221771837183718,1.2522885877479535
